"","case","Applicant","Homeownership"
"7885",7885,"indiv","mortgage"
"7886",7886,"indiv","mortgage"
"7887",7887,"indiv","mortgage"
"7888",7888,"indiv","rent"
"7889",7889,"indiv","mortgage"
"7890",7890,"indiv","rent"
"7891",7891,"indiv","mortgage"
"7892",7892,"indiv","rent"
"7893",7893,"indiv","own"
"7894",7894,"indiv","own"
"7895",7895,"joint","own"
"7896",7896,"indiv","own"
"7897",7897,"indiv","mortgage"
"7898",7898,"indiv","mortgage"
"7899",7899,"indiv","own"
"7900",7900,"indiv","rent"
"7901",7901,"indiv","mortgage"
"7902",7902,"indiv","mortgage"
"7903",7903,"indiv","mortgage"
"7904",7904,"indiv","mortgage"
"7905",7905,"indiv","mortgage"
"7906",7906,"indiv","own"
"7907",7907,"indiv","mortgage"
"7908",7908,"indiv","mortgage"
"7909",7909,"indiv","rent"
"7910",7910,"indiv","rent"
"7911",7911,"indiv","rent"
"7912",7912,"indiv","rent"
"7913",7913,"indiv","mortgage"
"7914",7914,"indiv","rent"
"7915",7915,"indiv","rent"
"7916",7916,"indiv","rent"
"7917",7917,"indiv","rent"
"7918",7918,"indiv","own"
"7919",7919,"indiv","mortgage"
"7920",7920,"indiv","mortgage"
"7921",7921,"indiv","mortgage"
"7922",7922,"indiv","mortgage"
"7923",7923,"joint","rent"
"7924",7924,"indiv","rent"
"7925",7925,"indiv","mortgage"
"7926",7926,"indiv","rent"
"7927",7927,"indiv","rent"
"7928",7928,"indiv","own"
"7929",7929,"indiv","rent"
"7930",7930,"indiv","rent"
"7931",7931,"indiv","rent"
"7932",7932,"indiv","mortgage"
"7933",7933,"indiv","rent"
"7934",7934,"indiv","rent"
"7935",7935,"indiv","rent"
"7936",7936,"indiv","mortgage"
"7937",7937,"indiv","mortgage"
"7938",7938,"indiv","rent"
"7939",7939,"indiv","mortgage"
"7940",7940,"indiv","mortgage"
"7941",7941,"joint","mortgage"
"7942",7942,"indiv","rent"
"7943",7943,"indiv","mortgage"
"7944",7944,"indiv","own"
"7945",7945,"joint","mortgage"
"7946",7946,"indiv","mortgage"
"7947",7947,"indiv","rent"
"7948",7948,"indiv","mortgage"
"7949",7949,"indiv","rent"
"7950",7950,"indiv","mortgage"
"7951",7951,"indiv","mortgage"
"7952",7952,"indiv","own"
"7953",7953,"indiv","own"
"7954",7954,"joint","mortgage"
"7955",7955,"indiv","own"
"7956",7956,"indiv","rent"
"7957",7957,"joint","own"
"7958",7958,"indiv","rent"
"7959",7959,"indiv","mortgage"
"7960",7960,"indiv","rent"
"7961",7961,"indiv","rent"
"7962",7962,"indiv","own"
"7963",7963,"indiv","rent"
"7964",7964,"indiv","rent"
"7965",7965,"indiv","rent"
"7966",7966,"indiv","mortgage"
"7967",7967,"indiv","mortgage"
"7968",7968,"indiv","mortgage"
"7969",7969,"indiv","rent"
"7970",7970,"joint","mortgage"
"7971",7971,"joint","mortgage"
"7972",7972,"joint","own"
"7973",7973,"indiv","rent"
"7974",7974,"indiv","mortgage"
"7975",7975,"indiv","mortgage"
"7976",7976,"indiv","mortgage"
"7977",7977,"indiv","mortgage"
"7978",7978,"indiv","own"
"7979",7979,"joint","mortgage"
"7980",7980,"indiv","rent"
"7981",7981,"indiv","mortgage"
"7982",7982,"joint","rent"
"7983",7983,"indiv","own"
"7984",7984,"indiv","rent"
"7985",7985,"indiv","rent"
"7986",7986,"indiv","mortgage"
"7987",7987,"indiv","own"
"7988",7988,"indiv","rent"
"7989",7989,"indiv","mortgage"
"7990",7990,"indiv","own"
"7991",7991,"indiv","mortgage"
"7992",7992,"indiv","mortgage"
"7993",7993,"indiv","mortgage"
"7994",7994,"indiv","mortgage"
"7995",7995,"indiv","own"
"7996",7996,"indiv","mortgage"
"7997",7997,"joint","mortgage"
"7998",7998,"indiv","rent"
"7999",7999,"indiv","rent"
"8000",8000,"joint","mortgage"
"8001",8001,"indiv","rent"
"8002",8002,"indiv","mortgage"
"8003",8003,"indiv","own"
"8004",8004,"indiv","mortgage"
"8005",8005,"indiv","rent"
"8006",8006,"indiv","own"
"8007",8007,"indiv","mortgage"
"8008",8008,"indiv","mortgage"
"8009",8009,"indiv","mortgage"
"8010",8010,"joint","own"
"8011",8011,"indiv","mortgage"
"8012",8012,"indiv","mortgage"
"8013",8013,"indiv","rent"
"8014",8014,"indiv","rent"
"8015",8015,"indiv","own"
"8016",8016,"indiv","rent"
"8017",8017,"indiv","rent"
"8018",8018,"indiv","rent"
"8019",8019,"indiv","mortgage"
"8020",8020,"indiv","rent"
"8021",8021,"joint","own"
"8022",8022,"indiv","rent"
"8023",8023,"indiv","rent"
"8024",8024,"indiv","mortgage"
"8025",8025,"joint","mortgage"
"8026",8026,"joint","mortgage"
"8027",8027,"indiv","own"
"8028",8028,"indiv","mortgage"
"8029",8029,"indiv","rent"
"8030",8030,"indiv","mortgage"
"8031",8031,"indiv","rent"
"8032",8032,"joint","mortgage"
"8033",8033,"indiv","rent"
"8034",8034,"indiv","rent"
"8035",8035,"indiv","mortgage"
"8036",8036,"indiv","mortgage"
"8037",8037,"indiv","mortgage"
"8038",8038,"indiv","own"
"8039",8039,"joint","mortgage"
"8040",8040,"indiv","mortgage"
"8041",8041,"joint","rent"
"8042",8042,"indiv","mortgage"
"8043",8043,"indiv","mortgage"
"8044",8044,"indiv","rent"
"8045",8045,"indiv","rent"
"8046",8046,"indiv","mortgage"
"8047",8047,"indiv","mortgage"
"8048",8048,"indiv","mortgage"
"8049",8049,"indiv","rent"
"8050",8050,"joint","rent"
"8051",8051,"indiv","rent"
"8052",8052,"indiv","rent"
"8053",8053,"indiv","rent"
"8054",8054,"indiv","mortgage"
"8055",8055,"indiv","own"
"8056",8056,"indiv","own"
"8057",8057,"indiv","mortgage"
"8058",8058,"indiv","rent"
"8059",8059,"indiv","mortgage"
"8060",8060,"indiv","rent"
"8061",8061,"indiv","rent"
"8062",8062,"indiv","mortgage"
"8063",8063,"indiv","mortgage"
"8064",8064,"indiv","mortgage"
"8065",8065,"indiv","mortgage"
"8066",8066,"indiv","rent"
"8067",8067,"indiv","mortgage"
"8068",8068,"indiv","mortgage"
"8069",8069,"indiv","own"
"8070",8070,"indiv","own"
"8071",8071,"indiv","mortgage"
"8072",8072,"indiv","rent"
"8073",8073,"indiv","own"
"8074",8074,"indiv","own"
"8075",8075,"indiv","rent"
"8076",8076,"indiv","mortgage"
"8077",8077,"indiv","mortgage"
"8078",8078,"indiv","mortgage"
"8079",8079,"indiv","mortgage"
"8080",8080,"indiv","mortgage"
"8081",8081,"indiv","mortgage"
"8082",8082,"indiv","mortgage"
"8083",8083,"indiv","mortgage"
"8084",8084,"indiv","own"
"8085",8085,"indiv","mortgage"
"8086",8086,"indiv","mortgage"
"8087",8087,"indiv","mortgage"
"8088",8088,"indiv","mortgage"
"8089",8089,"indiv","rent"
"8090",8090,"joint","mortgage"
"8091",8091,"indiv","rent"
"8092",8092,"indiv","rent"
"8093",8093,"indiv","mortgage"
"8094",8094,"indiv","rent"
"8095",8095,"indiv","mortgage"
"8096",8096,"joint","mortgage"
"8097",8097,"indiv","own"
"8098",8098,"joint","mortgage"
"8099",8099,"joint","mortgage"
"8100",8100,"indiv","mortgage"
"8101",8101,"indiv","rent"
"8102",8102,"indiv","rent"
"8103",8103,"indiv","mortgage"
"8104",8104,"indiv","own"
"8105",8105,"indiv","rent"
"8106",8106,"indiv","own"
"8107",8107,"indiv","rent"
"8108",8108,"indiv","mortgage"
"8109",8109,"indiv","rent"
"8110",8110,"indiv","own"
"8111",8111,"indiv","mortgage"
"8112",8112,"indiv","own"
"8113",8113,"indiv","rent"
"8114",8114,"joint","rent"
"8115",8115,"indiv","mortgage"
"8116",8116,"indiv","rent"
"8117",8117,"joint","rent"
"8118",8118,"joint","mortgage"
"8119",8119,"indiv","mortgage"
"8120",8120,"joint","rent"
"8121",8121,"indiv","mortgage"
"8122",8122,"indiv","mortgage"
"8123",8123,"indiv","rent"
"8124",8124,"indiv","own"
"8125",8125,"indiv","mortgage"
"8126",8126,"indiv","rent"
"8127",8127,"indiv","rent"
"8128",8128,"indiv","rent"
"8129",8129,"indiv","rent"
"8130",8130,"indiv","rent"
"8131",8131,"indiv","mortgage"
"8132",8132,"joint","mortgage"
"8133",8133,"indiv","mortgage"
"8134",8134,"indiv","mortgage"
"8135",8135,"indiv","rent"
"8136",8136,"indiv","mortgage"
"8137",8137,"indiv","mortgage"
"8138",8138,"joint","mortgage"
"8139",8139,"indiv","mortgage"
"8140",8140,"joint","mortgage"
"8141",8141,"indiv","mortgage"
"8142",8142,"indiv","mortgage"
"8143",8143,"indiv","rent"
"8144",8144,"indiv","rent"
"8145",8145,"joint","mortgage"
"8146",8146,"indiv","rent"
"8147",8147,"indiv","own"
"8148",8148,"indiv","rent"
"8149",8149,"indiv","mortgage"
"8150",8150,"indiv","mortgage"
"8151",8151,"indiv","mortgage"
"8152",8152,"indiv","rent"
"8153",8153,"indiv","mortgage"
"8154",8154,"indiv","mortgage"
"8155",8155,"indiv","mortgage"
"8156",8156,"indiv","rent"
"8157",8157,"indiv","own"
"8158",8158,"indiv","rent"
"8159",8159,"joint","mortgage"
"8160",8160,"indiv","mortgage"
"8161",8161,"indiv","mortgage"
"8162",8162,"indiv","rent"
"8163",8163,"indiv","rent"
"8164",8164,"indiv","mortgage"
"8165",8165,"indiv","rent"
"8166",8166,"joint","mortgage"
"8167",8167,"indiv","mortgage"
"8168",8168,"indiv","mortgage"
"8169",8169,"indiv","rent"
"8170",8170,"indiv","rent"
"8171",8171,"indiv","rent"
"8172",8172,"indiv","rent"
"8173",8173,"indiv","rent"
"8174",8174,"indiv","mortgage"
"8175",8175,"indiv","mortgage"
"8176",8176,"joint","mortgage"
"8177",8177,"indiv","rent"
"8178",8178,"indiv","mortgage"
"8179",8179,"indiv","mortgage"
"8180",8180,"indiv","mortgage"
"8181",8181,"indiv","rent"
"8182",8182,"joint","mortgage"
"8183",8183,"indiv","mortgage"
"8184",8184,"joint","mortgage"
"8185",8185,"indiv","mortgage"
"8186",8186,"indiv","mortgage"
"8187",8187,"joint","rent"
"8188",8188,"indiv","own"
"8189",8189,"indiv","rent"
"8190",8190,"indiv","rent"
"8191",8191,"indiv","mortgage"
"8192",8192,"indiv","mortgage"
"8193",8193,"indiv","mortgage"
"8194",8194,"indiv","mortgage"
"8195",8195,"indiv","mortgage"
"8196",8196,"indiv","rent"
"8197",8197,"indiv","rent"
"8198",8198,"indiv","own"
"8199",8199,"indiv","mortgage"
"8200",8200,"indiv","rent"
"8201",8201,"indiv","mortgage"
"8202",8202,"indiv","rent"
"8203",8203,"joint","mortgage"
"8204",8204,"indiv","rent"
"8205",8205,"indiv","mortgage"
"8206",8206,"indiv","rent"
"8207",8207,"indiv","rent"
"8208",8208,"indiv","rent"
"8209",8209,"indiv","mortgage"
"8210",8210,"indiv","mortgage"
"8211",8211,"indiv","mortgage"
"8212",8212,"indiv","mortgage"
"8213",8213,"indiv","mortgage"
"8214",8214,"indiv","rent"
"8215",8215,"indiv","rent"
"8216",8216,"indiv","own"
"8217",8217,"indiv","mortgage"
"8218",8218,"indiv","mortgage"
"8219",8219,"indiv","mortgage"
"8220",8220,"joint","mortgage"
"8221",8221,"indiv","mortgage"
"8222",8222,"indiv","mortgage"
"8223",8223,"indiv","rent"
"8224",8224,"indiv","mortgage"
"8225",8225,"joint","rent"
"8226",8226,"indiv","mortgage"
"8227",8227,"indiv","own"
"8228",8228,"indiv","rent"
"8229",8229,"indiv","rent"
"8230",8230,"indiv","mortgage"
"8231",8231,"joint","own"
"8232",8232,"joint","mortgage"
"8233",8233,"indiv","mortgage"
"8234",8234,"indiv","mortgage"
"8235",8235,"indiv","own"
"8236",8236,"indiv","mortgage"
"8237",8237,"joint","rent"
"8238",8238,"joint","mortgage"
"8239",8239,"joint","mortgage"
"8240",8240,"joint","rent"
"8241",8241,"indiv","mortgage"
"8242",8242,"indiv","own"
"8243",8243,"indiv","rent"
"8244",8244,"indiv","own"
"8245",8245,"indiv","mortgage"
"8246",8246,"indiv","own"
"8247",8247,"indiv","rent"
"8248",8248,"indiv","rent"
"8249",8249,"indiv","own"
"8250",8250,"joint","rent"
"8251",8251,"joint","mortgage"
"8252",8252,"indiv","rent"
"8253",8253,"indiv","mortgage"
"8254",8254,"indiv","mortgage"
"8255",8255,"indiv","rent"
"8256",8256,"joint","mortgage"
"8257",8257,"indiv","mortgage"
"8258",8258,"indiv","mortgage"
"8259",8259,"indiv","rent"
"8260",8260,"indiv","mortgage"
"8261",8261,"joint","own"
"8262",8262,"indiv","own"
"8263",8263,"indiv","rent"
"8264",8264,"joint","mortgage"
"8265",8265,"indiv","rent"
"8266",8266,"indiv","own"
"8267",8267,"indiv","rent"
"8268",8268,"indiv","own"
"8269",8269,"indiv","rent"
"8270",8270,"indiv","rent"
"8271",8271,"joint","own"
"8272",8272,"indiv","rent"
"8273",8273,"indiv","mortgage"
"8274",8274,"indiv","rent"
"8275",8275,"indiv","rent"
"8276",8276,"indiv","mortgage"
"8277",8277,"indiv","mortgage"
"8278",8278,"indiv","own"
"8279",8279,"indiv","rent"
"8280",8280,"indiv","mortgage"
"8281",8281,"joint","mortgage"
"8282",8282,"indiv","rent"
"8283",8283,"indiv","own"
"8284",8284,"joint","rent"
"8285",8285,"indiv","mortgage"
"8286",8286,"indiv","rent"
"8287",8287,"indiv","mortgage"
"8288",8288,"joint","mortgage"
"8289",8289,"indiv","mortgage"
"8290",8290,"indiv","own"
"8291",8291,"indiv","mortgage"
"8292",8292,"indiv","mortgage"
"8293",8293,"indiv","mortgage"
"8294",8294,"indiv","mortgage"
"8295",8295,"indiv","rent"
"8296",8296,"indiv","rent"
"8297",8297,"joint","own"
"8298",8298,"indiv","mortgage"
"8299",8299,"indiv","own"
"8300",8300,"indiv","own"
"8301",8301,"indiv","rent"
"8302",8302,"indiv","mortgage"
"8303",8303,"indiv","mortgage"
"8304",8304,"indiv","mortgage"
"8305",8305,"indiv","own"
"8306",8306,"indiv","rent"
"8307",8307,"indiv","rent"
"8308",8308,"indiv","mortgage"
"8309",8309,"indiv","mortgage"
"8310",8310,"indiv","mortgage"
"8311",8311,"joint","mortgage"
"8312",8312,"joint","rent"
"8313",8313,"joint","mortgage"
"8314",8314,"indiv","mortgage"
"8315",8315,"indiv","mortgage"
"8316",8316,"indiv","mortgage"
"8317",8317,"joint","mortgage"
"8318",8318,"indiv","rent"
"8319",8319,"indiv","mortgage"
"8320",8320,"indiv","own"
"8321",8321,"indiv","mortgage"
"8322",8322,"indiv","mortgage"
"8323",8323,"joint","mortgage"
"8324",8324,"indiv","mortgage"
"8325",8325,"indiv","rent"
"8326",8326,"indiv","own"
"8327",8327,"indiv","own"
"8328",8328,"indiv","rent"
"8329",8329,"indiv","own"
"8330",8330,"indiv","rent"
"8331",8331,"indiv","mortgage"
"8332",8332,"joint","rent"
"8333",8333,"indiv","rent"
"8334",8334,"indiv","mortgage"
"8335",8335,"indiv","rent"
"8336",8336,"indiv","mortgage"
"8337",8337,"joint","mortgage"
"8338",8338,"indiv","mortgage"
"8339",8339,"indiv","rent"
"8340",8340,"indiv","rent"
"8341",8341,"indiv","mortgage"
"8342",8342,"indiv","rent"
"8343",8343,"indiv","rent"
"8344",8344,"indiv","mortgage"
"8345",8345,"indiv","rent"
"8346",8346,"indiv","rent"
"8347",8347,"indiv","own"
"8348",8348,"joint","rent"
"8349",8349,"indiv","rent"
"8350",8350,"indiv","rent"
"8351",8351,"indiv","own"
"8352",8352,"indiv","mortgage"
"8353",8353,"indiv","mortgage"
"8354",8354,"indiv","mortgage"
"8355",8355,"indiv","mortgage"
"8356",8356,"indiv","mortgage"
"8357",8357,"indiv","mortgage"
"8358",8358,"indiv","rent"
"8359",8359,"indiv","rent"
"8360",8360,"indiv","rent"
"8361",8361,"indiv","mortgage"
"8362",8362,"indiv","rent"
"8363",8363,"indiv","rent"
"8364",8364,"indiv","mortgage"
"8365",8365,"indiv","own"
"8366",8366,"indiv","own"
"8367",8367,"indiv","mortgage"
"8368",8368,"indiv","rent"
"8369",8369,"indiv","rent"
"8370",8370,"indiv","own"
"8371",8371,"indiv","own"
"8372",8372,"joint","mortgage"
"8373",8373,"indiv","mortgage"
"8374",8374,"indiv","rent"
"8375",8375,"indiv","mortgage"
"8376",8376,"indiv","rent"
"8377",8377,"indiv","rent"
"8378",8378,"indiv","mortgage"
"8379",8379,"indiv","rent"
"8380",8380,"indiv","mortgage"
"8381",8381,"joint","mortgage"
"8382",8382,"indiv","rent"
"8383",8383,"indiv","rent"
"8384",8384,"indiv","mortgage"
"8385",8385,"indiv","mortgage"
"8386",8386,"indiv","rent"
"8387",8387,"indiv","rent"
"8388",8388,"indiv","mortgage"
"8389",8389,"indiv","rent"
"8390",8390,"indiv","mortgage"
"8391",8391,"indiv","mortgage"
"8392",8392,"indiv","own"
"8393",8393,"indiv","rent"
"8394",8394,"joint","own"
"8395",8395,"indiv","own"
"8396",8396,"indiv","mortgage"
"8397",8397,"indiv","mortgage"
"8398",8398,"indiv","own"
"8399",8399,"indiv","mortgage"
"8400",8400,"joint","mortgage"
"8401",8401,"indiv","mortgage"
"8402",8402,"indiv","rent"
"8403",8403,"indiv","mortgage"
"8404",8404,"joint","mortgage"
"8405",8405,"indiv","mortgage"
"8406",8406,"indiv","rent"
"8407",8407,"indiv","rent"
"8408",8408,"indiv","own"
"8409",8409,"indiv","rent"
"8410",8410,"indiv","own"
"8411",8411,"indiv","mortgage"
"8412",8412,"indiv","rent"
"8413",8413,"indiv","mortgage"
"8414",8414,"joint","mortgage"
"8415",8415,"indiv","mortgage"
"8416",8416,"indiv","rent"
"8417",8417,"indiv","rent"
"8418",8418,"indiv","rent"
"8419",8419,"indiv","mortgage"
"8420",8420,"indiv","rent"
"8421",8421,"joint","mortgage"
"8422",8422,"indiv","rent"
"8423",8423,"indiv","mortgage"
"8424",8424,"indiv","rent"
"8425",8425,"indiv","rent"
"8426",8426,"joint","own"
"8427",8427,"indiv","mortgage"
"8428",8428,"indiv","own"
"8429",8429,"indiv","rent"
"8430",8430,"indiv","mortgage"
"8431",8431,"indiv","mortgage"
"8432",8432,"indiv","rent"
"8433",8433,"indiv","rent"
"8434",8434,"joint","rent"
"8435",8435,"indiv","mortgage"
"8436",8436,"indiv","mortgage"
"8437",8437,"indiv","rent"
"8438",8438,"indiv","rent"
"8439",8439,"indiv","mortgage"
"8440",8440,"indiv","mortgage"
"8441",8441,"indiv","rent"
"8442",8442,"indiv","mortgage"
"8443",8443,"joint","mortgage"
"8444",8444,"indiv","own"
"8445",8445,"indiv","mortgage"
"8446",8446,"indiv","mortgage"
"8447",8447,"indiv","mortgage"
"8448",8448,"indiv","rent"
"8449",8449,"indiv","rent"
"8450",8450,"indiv","own"
"8451",8451,"joint","mortgage"
"8452",8452,"indiv","rent"
"8453",8453,"indiv","own"
"8454",8454,"indiv","mortgage"
"8455",8455,"indiv","mortgage"
"8456",8456,"indiv","mortgage"
"8457",8457,"indiv","rent"
"8458",8458,"indiv","mortgage"
"8459",8459,"indiv","rent"
"8460",8460,"indiv","rent"
"8461",8461,"indiv","mortgage"
"8462",8462,"indiv","mortgage"
"8463",8463,"joint","own"
"8464",8464,"joint","mortgage"
"8465",8465,"joint","rent"
"8466",8466,"joint","own"
"8467",8467,"indiv","rent"
"8468",8468,"indiv","rent"
"8469",8469,"indiv","own"
"8470",8470,"indiv","mortgage"
"8471",8471,"joint","own"
"8472",8472,"joint","rent"
"8473",8473,"indiv","mortgage"
"8474",8474,"indiv","mortgage"
"8475",8475,"indiv","mortgage"
"8476",8476,"indiv","mortgage"
"8477",8477,"joint","rent"
"8478",8478,"indiv","rent"
"8479",8479,"indiv","rent"
"8480",8480,"indiv","rent"
"8481",8481,"indiv","rent"
"8482",8482,"indiv","mortgage"
"8483",8483,"indiv","rent"
"8484",8484,"indiv","rent"
"8485",8485,"indiv","own"
"8486",8486,"joint","mortgage"
"8487",8487,"indiv","mortgage"
"8488",8488,"joint","mortgage"
"8489",8489,"indiv","own"
"8490",8490,"indiv","mortgage"
"8491",8491,"indiv","mortgage"
"8492",8492,"indiv","rent"
"8493",8493,"indiv","mortgage"
"8494",8494,"indiv","mortgage"
"8495",8495,"indiv","rent"
"8496",8496,"joint","mortgage"
"8497",8497,"indiv","rent"
"8498",8498,"indiv","mortgage"
"8499",8499,"indiv","mortgage"
"8500",8500,"indiv","rent"
"8501",8501,"indiv","own"
"8502",8502,"indiv","rent"
"8503",8503,"indiv","rent"
"8504",8504,"indiv","mortgage"
"8505",8505,"indiv","rent"
"8506",8506,"indiv","own"
"8507",8507,"indiv","mortgage"
"8508",8508,"indiv","mortgage"
"8509",8509,"indiv","rent"
"8510",8510,"indiv","mortgage"
"8511",8511,"indiv","rent"
"8512",8512,"indiv","mortgage"
"8513",8513,"indiv","rent"
"8514",8514,"indiv","rent"
"8515",8515,"indiv","rent"
"8516",8516,"indiv","mortgage"
"8517",8517,"indiv","mortgage"
"8518",8518,"indiv","rent"
"8519",8519,"indiv","own"
"8520",8520,"indiv","mortgage"
"8521",8521,"indiv","mortgage"
"8522",8522,"indiv","rent"
"8523",8523,"joint","rent"
"8524",8524,"indiv","rent"
"8525",8525,"joint","mortgage"
"8526",8526,"indiv","rent"
"8527",8527,"indiv","mortgage"
"8528",8528,"indiv","rent"
"8529",8529,"joint","rent"
"8530",8530,"indiv","own"
"8531",8531,"indiv","rent"
"8532",8532,"indiv","mortgage"
"8533",8533,"joint","rent"
"8534",8534,"indiv","rent"
"8535",8535,"indiv","rent"
"8536",8536,"indiv","rent"
"8537",8537,"indiv","rent"
"8538",8538,"indiv","rent"
"8539",8539,"indiv","rent"
"8540",8540,"indiv","rent"
"8541",8541,"indiv","rent"
"8542",8542,"indiv","mortgage"
"8543",8543,"indiv","rent"
"8544",8544,"joint","own"
"8545",8545,"indiv","rent"
"8546",8546,"joint","mortgage"
"8547",8547,"joint","mortgage"
"8548",8548,"indiv","mortgage"
"8549",8549,"indiv","rent"
"8550",8550,"joint","mortgage"
"8551",8551,"indiv","rent"
"8552",8552,"indiv","mortgage"
"8553",8553,"indiv","rent"
"8554",8554,"joint","rent"
"8555",8555,"indiv","mortgage"
"8556",8556,"indiv","mortgage"
"8557",8557,"indiv","mortgage"
"8558",8558,"indiv","mortgage"
"8559",8559,"indiv","mortgage"
"8560",8560,"indiv","rent"
"8561",8561,"indiv","mortgage"
"8562",8562,"indiv","own"
"8563",8563,"indiv","rent"
"8564",8564,"joint","own"
"8565",8565,"indiv","rent"
"8566",8566,"indiv","mortgage"
"8567",8567,"indiv","own"
"8568",8568,"indiv","rent"
"8569",8569,"indiv","rent"
"8570",8570,"indiv","mortgage"
"8571",8571,"indiv","rent"
"8572",8572,"indiv","rent"
"8573",8573,"indiv","mortgage"
"8574",8574,"indiv","rent"
"8575",8575,"indiv","mortgage"
"8576",8576,"indiv","mortgage"
"8577",8577,"indiv","mortgage"
"8578",8578,"indiv","rent"
"8579",8579,"indiv","rent"
"8580",8580,"indiv","mortgage"
"8581",8581,"joint","mortgage"
"8582",8582,"indiv","mortgage"
"8583",8583,"indiv","mortgage"
"8584",8584,"indiv","mortgage"
"8585",8585,"indiv","rent"
"8586",8586,"joint","mortgage"
"8587",8587,"indiv","rent"
"8588",8588,"indiv","rent"
"8589",8589,"joint","rent"
"8590",8590,"indiv","mortgage"
"8591",8591,"indiv","mortgage"
"8592",8592,"indiv","rent"
"8593",8593,"indiv","mortgage"
"8594",8594,"indiv","mortgage"
"8595",8595,"indiv","mortgage"
"8596",8596,"indiv","own"
"8597",8597,"indiv","rent"
"8598",8598,"indiv","mortgage"
"8599",8599,"indiv","rent"
"8600",8600,"indiv","rent"
"8601",8601,"indiv","mortgage"
"8602",8602,"indiv","mortgage"
"8603",8603,"indiv","mortgage"
"8604",8604,"indiv","rent"
"8605",8605,"indiv","mortgage"
"8606",8606,"indiv","rent"
"8607",8607,"indiv","mortgage"
"8608",8608,"indiv","own"
"8609",8609,"indiv","own"
"8610",8610,"indiv","rent"
"8611",8611,"indiv","mortgage"
"8612",8612,"indiv","rent"
"8613",8613,"indiv","mortgage"
"8614",8614,"indiv","mortgage"
"8615",8615,"indiv","rent"
"8616",8616,"indiv","mortgage"
"8617",8617,"joint","mortgage"
"8618",8618,"indiv","mortgage"
"8619",8619,"indiv","rent"
"8620",8620,"indiv","rent"
"8621",8621,"indiv","mortgage"
"8622",8622,"indiv","own"
"8623",8623,"indiv","own"
"8624",8624,"joint","rent"
"8625",8625,"indiv","rent"
"8626",8626,"indiv","mortgage"
"8627",8627,"indiv","own"
"8628",8628,"joint","own"
"8629",8629,"indiv","mortgage"
"8630",8630,"indiv","own"
"8631",8631,"indiv","rent"
"8632",8632,"joint","rent"
"8633",8633,"indiv","mortgage"
"8634",8634,"indiv","rent"
"8635",8635,"indiv","own"
"8636",8636,"joint","mortgage"
"8637",8637,"indiv","own"
"8638",8638,"indiv","mortgage"
"8639",8639,"indiv","mortgage"
"8640",8640,"indiv","mortgage"
"8641",8641,"indiv","mortgage"
"8642",8642,"indiv","rent"
"8643",8643,"indiv","mortgage"
"8644",8644,"indiv","own"
"8645",8645,"indiv","mortgage"
"8646",8646,"indiv","rent"
"8647",8647,"indiv","mortgage"
"8648",8648,"indiv","rent"
"8649",8649,"indiv","rent"
"8650",8650,"joint","mortgage"
"8651",8651,"indiv","own"
"8652",8652,"indiv","mortgage"
"8653",8653,"indiv","rent"
"8654",8654,"indiv","rent"
"8655",8655,"indiv","mortgage"
"8656",8656,"indiv","rent"
"8657",8657,"indiv","own"
"8658",8658,"indiv","own"
"8659",8659,"indiv","rent"
"8660",8660,"indiv","mortgage"
"8661",8661,"joint","mortgage"
"8662",8662,"indiv","mortgage"
"8663",8663,"indiv","mortgage"
"8664",8664,"indiv","own"
"8665",8665,"indiv","mortgage"
"8666",8666,"indiv","rent"
"8667",8667,"joint","rent"
"8668",8668,"indiv","rent"
"8669",8669,"indiv","mortgage"
"8670",8670,"indiv","mortgage"
"8671",8671,"joint","mortgage"
"8672",8672,"indiv","mortgage"
"8673",8673,"indiv","rent"
"8674",8674,"indiv","rent"
"8675",8675,"indiv","mortgage"
"8676",8676,"indiv","own"
"8677",8677,"indiv","mortgage"
"8678",8678,"indiv","mortgage"
"8679",8679,"joint","mortgage"
"8680",8680,"joint","mortgage"
"8681",8681,"indiv","mortgage"
"8682",8682,"indiv","own"
"8683",8683,"indiv","own"
"8684",8684,"joint","mortgage"
"8685",8685,"indiv","mortgage"
"8686",8686,"indiv","mortgage"
"8687",8687,"indiv","mortgage"
"8688",8688,"indiv","mortgage"
"8689",8689,"indiv","rent"
"8690",8690,"indiv","mortgage"
"8691",8691,"indiv","mortgage"
"8692",8692,"indiv","mortgage"
"8693",8693,"indiv","mortgage"
"8694",8694,"indiv","mortgage"
"8695",8695,"indiv","own"
"8696",8696,"indiv","mortgage"
"8697",8697,"indiv","rent"
"8698",8698,"indiv","mortgage"
"8699",8699,"indiv","mortgage"
"8700",8700,"indiv","own"
"8701",8701,"indiv","own"
"8702",8702,"indiv","own"
"8703",8703,"indiv","rent"
"8704",8704,"joint","mortgage"
"8705",8705,"indiv","own"
"8706",8706,"indiv","rent"
"8707",8707,"indiv","mortgage"
"8708",8708,"indiv","rent"
"8709",8709,"indiv","rent"
"8710",8710,"joint","mortgage"
"8711",8711,"indiv","rent"
"8712",8712,"joint","mortgage"
"8713",8713,"indiv","rent"
"8714",8714,"indiv","rent"
"8715",8715,"indiv","rent"
"8716",8716,"indiv","mortgage"
"8717",8717,"indiv","rent"
"8718",8718,"indiv","mortgage"
"8719",8719,"indiv","mortgage"
"8720",8720,"indiv","mortgage"
"8721",8721,"joint","own"
"8722",8722,"indiv","mortgage"
