"Applicant" "Homeownership"
"7637" "indiv" "mortgage"
"7638" "indiv" "rent"
"7639" "indiv" "rent"
"7640" "indiv" "rent"
"7641" "indiv" "rent"
"7642" "indiv" "rent"
"7643" "joint" "rent"
"7644" "indiv" "rent"
"7645" "indiv" "mortgage"
"7646" "indiv" "rent"
"7647" "joint" "rent"
"7648" "indiv" "mortgage"
"7649" "joint" "own"
"7650" "indiv" "rent"
"7651" "indiv" "rent"
"7652" "indiv" "mortgage"
"7653" "indiv" "mortgage"
"7654" "indiv" "rent"
"7655" "joint" "mortgage"
"7656" "joint" "mortgage"
"7657" "indiv" "rent"
"7658" "indiv" "mortgage"
"7659" "indiv" "rent"
"7660" "indiv" "mortgage"
"7661" "indiv" "own"
"7662" "indiv" "mortgage"
"7663" "indiv" "own"
"7664" "indiv" "rent"
"7665" "indiv" "own"
"7666" "joint" "rent"
"7667" "indiv" "own"
"7668" "indiv" "own"
"7669" "indiv" "rent"
"7670" "joint" "rent"
"7671" "indiv" "mortgage"
"7672" "joint" "mortgage"
"7673" "indiv" "mortgage"
"7674" "indiv" "mortgage"
"7675" "indiv" "mortgage"
"7676" "indiv" "rent"
"7677" "indiv" "own"
"7678" "indiv" "mortgage"
"7679" "indiv" "rent"
"7680" "joint" "mortgage"
"7681" "indiv" "mortgage"
"7682" "indiv" "own"
"7683" "joint" "mortgage"
"7684" "indiv" "rent"
"7685" "indiv" "mortgage"
"7686" "joint" "rent"
"7687" "indiv" "own"
"7688" "joint" "rent"
"7689" "indiv" "mortgage"
"7690" "indiv" "mortgage"
"7691" "indiv" "own"
"7692" "indiv" "mortgage"
"7693" "indiv" "rent"
"7694" "indiv" "own"
"7695" "indiv" "mortgage"
"7696" "indiv" "mortgage"
"7697" "indiv" "mortgage"
"7698" "indiv" "mortgage"
"7699" "indiv" "rent"
"7700" "indiv" "own"
"7701" "indiv" "mortgage"
"7702" "indiv" "rent"
"7703" "joint" "rent"
"7704" "joint" "mortgage"
"7705" "indiv" "rent"
"7706" "indiv" "mortgage"
"7707" "indiv" "mortgage"
"7708" "indiv" "rent"
"7709" "indiv" "rent"
"7710" "indiv" "rent"
"7711" "indiv" "mortgage"
"7712" "indiv" "rent"
"7713" "indiv" "rent"
"7714" "indiv" "own"
"7715" "joint" "mortgage"
"7716" "indiv" "own"
"7717" "indiv" "mortgage"
"7718" "indiv" "mortgage"
"7719" "indiv" "mortgage"
"7720" "indiv" "mortgage"
"7721" "indiv" "rent"
"7722" "indiv" "mortgage"
"7723" "indiv" "rent"
"7724" "indiv" "mortgage"
"7725" "indiv" "mortgage"
"7726" "indiv" "mortgage"
"7727" "joint" "mortgage"
"7728" "indiv" "rent"
"7729" "indiv" "mortgage"
"7730" "indiv" "rent"
"7731" "indiv" "rent"
"7732" "indiv" "own"
"7733" "indiv" "mortgage"
"7734" "indiv" "rent"
"7735" "joint" "mortgage"
"7736" "indiv" "rent"
"7737" "indiv" "mortgage"
"7738" "indiv" "mortgage"
"7739" "joint" "mortgage"
"7740" "indiv" "mortgage"
"7741" "indiv" "rent"
"7742" "indiv" "mortgage"
"7743" "indiv" "own"
"7744" "indiv" "rent"
"7745" "indiv" "rent"
"7746" "indiv" "rent"
"7747" "indiv" "rent"
"7748" "indiv" "rent"
"7749" "indiv" "mortgage"
"7750" "joint" "rent"
"7751" "joint" "mortgage"
"7752" "indiv" "mortgage"
"7753" "indiv" "rent"
"7754" "joint" "rent"
"7755" "indiv" "rent"
"7756" "indiv" "mortgage"
"7757" "joint" "rent"
"7758" "indiv" "mortgage"
"7759" "indiv" "mortgage"
"7760" "indiv" "mortgage"
"7761" "indiv" "mortgage"
"7762" "indiv" "rent"
"7763" "joint" "mortgage"
"7764" "indiv" "rent"
"7765" "indiv" "rent"
"7766" "indiv" "mortgage"
"7767" "indiv" "rent"
"7768" "indiv" "rent"
"7769" "indiv" "rent"
"7770" "joint" "mortgage"
"7771" "joint" "mortgage"
"7772" "indiv" "rent"
"7773" "indiv" "mortgage"
"7774" "indiv" "rent"
"7775" "indiv" "mortgage"
"7776" "indiv" "mortgage"
"7777" "indiv" "mortgage"
"7778" "joint" "mortgage"
"7779" "joint" "mortgage"
"7780" "indiv" "own"
"7781" "indiv" "rent"
"7782" "indiv" "own"
"7783" "indiv" "own"
"7784" "indiv" "mortgage"
"7785" "indiv" "own"
"7786" "indiv" "own"
"7787" "indiv" "rent"
"7788" "joint" "mortgage"
"7789" "indiv" "rent"
"7790" "indiv" "mortgage"
"7791" "joint" "mortgage"
"7792" "joint" "mortgage"
"7793" "indiv" "mortgage"
"7794" "indiv" "rent"
"7795" "indiv" "mortgage"
"7796" "indiv" "own"
"7797" "indiv" "rent"
"7798" "indiv" "mortgage"
"7799" "indiv" "mortgage"
"7800" "joint" "mortgage"
"7801" "indiv" "rent"
"7802" "indiv" "mortgage"
"7803" "joint" "mortgage"
"7804" "indiv" "own"
"7805" "indiv" "rent"
"7806" "indiv" "rent"
"7807" "joint" "mortgage"
"7808" "indiv" "own"
"7809" "indiv" "mortgage"
"7810" "indiv" "mortgage"
"7811" "indiv" "rent"
"7812" "indiv" "mortgage"
"7813" "joint" "mortgage"
"7814" "indiv" "mortgage"
"7815" "indiv" "mortgage"
"7816" "indiv" "mortgage"
"7817" "indiv" "rent"
"7818" "indiv" "rent"
"7819" "indiv" "rent"
"7820" "indiv" "rent"
"7821" "indiv" "mortgage"
"7822" "indiv" "own"
"7823" "indiv" "rent"
"7824" "indiv" "mortgage"
"7825" "joint" "rent"
"7826" "indiv" "rent"
"7827" "indiv" "own"
"7828" "indiv" "rent"
"7829" "indiv" "mortgage"
"7830" "indiv" "mortgage"
"7831" "indiv" "mortgage"
"7832" "joint" "mortgage"
"7833" "indiv" "mortgage"
"7834" "indiv" "rent"
"7835" "indiv" "rent"
"7836" "indiv" "own"
"7837" "joint" "mortgage"
"7838" "joint" "mortgage"
"7839" "indiv" "rent"
"7840" "joint" "mortgage"
"7841" "indiv" "mortgage"
"7842" "indiv" "rent"
"7843" "indiv" "rent"
"7844" "indiv" "mortgage"
"7845" "joint" "mortgage"
"7846" "indiv" "mortgage"
"7847" "indiv" "own"
"7848" "indiv" "own"
"7849" "indiv" "rent"
"7850" "indiv" "mortgage"
"7851" "indiv" "mortgage"
"7852" "indiv" "mortgage"
"7853" "indiv" "rent"
"7854" "indiv" "own"
"7855" "indiv" "own"
"7856" "indiv" "rent"
"7857" "indiv" "mortgage"
"7858" "indiv" "own"
"7859" "indiv" "mortgage"
"7860" "indiv" "rent"
"7861" "indiv" "rent"
"7862" "indiv" "rent"
"7863" "joint" "mortgage"
"7864" "indiv" "rent"
"7865" "indiv" "mortgage"
"7866" "indiv" "mortgage"
"7867" "indiv" "rent"
"7868" "joint" "mortgage"
"7869" "indiv" "rent"
"7870" "indiv" "mortgage"
"7871" "indiv" "mortgage"
"7872" "indiv" "mortgage"
"7873" "indiv" "rent"
"7874" "indiv" "own"
"7875" "joint" "mortgage"
"7876" "joint" "rent"
"7877" "indiv" "own"
"7878" "indiv" "own"
"7879" "indiv" "rent"
"7880" "indiv" "rent"
"7881" "indiv" "rent"
"7882" "indiv" "mortgage"
"7883" "indiv" "mortgage"
"7884" "indiv" "mortgage"
"7885" "indiv" "mortgage"
"7886" "indiv" "mortgage"
"7887" "indiv" "mortgage"
"7888" "indiv" "rent"
"7889" "indiv" "mortgage"
"7890" "indiv" "rent"
"7891" "indiv" "mortgage"
"7892" "indiv" "rent"
"7893" "indiv" "own"
"7894" "indiv" "own"
"7895" "joint" "own"
"7896" "indiv" "own"
"7897" "indiv" "mortgage"
"7898" "indiv" "mortgage"
"7899" "indiv" "own"
"7900" "indiv" "rent"
"7901" "indiv" "mortgage"
"7902" "indiv" "mortgage"
"7903" "indiv" "mortgage"
"7904" "indiv" "mortgage"
"7905" "indiv" "mortgage"
"7906" "indiv" "own"
"7907" "indiv" "mortgage"
"7908" "indiv" "mortgage"
"7909" "indiv" "rent"
"7910" "indiv" "rent"
"7911" "indiv" "rent"
"7912" "indiv" "rent"
"7913" "indiv" "mortgage"
"7914" "indiv" "rent"
"7915" "indiv" "rent"
"7916" "indiv" "rent"
"7917" "indiv" "rent"
"7918" "indiv" "own"
"7919" "indiv" "mortgage"
"7920" "indiv" "mortgage"
"7921" "indiv" "mortgage"
"7922" "indiv" "mortgage"
"7923" "joint" "rent"
"7924" "indiv" "rent"
"7925" "indiv" "mortgage"
"7926" "indiv" "rent"
"7927" "indiv" "rent"
"7928" "indiv" "own"
"7929" "indiv" "rent"
"7930" "indiv" "rent"
"7931" "indiv" "rent"
"7932" "indiv" "mortgage"
"7933" "indiv" "rent"
"7934" "indiv" "rent"
"7935" "indiv" "rent"
"7936" "indiv" "mortgage"
"7937" "indiv" "mortgage"
"7938" "indiv" "rent"
"7939" "indiv" "mortgage"
"7940" "indiv" "mortgage"
"7941" "joint" "mortgage"
"7942" "indiv" "rent"
"7943" "indiv" "mortgage"
"7944" "indiv" "own"
"7945" "joint" "mortgage"
"7946" "indiv" "mortgage"
"7947" "indiv" "rent"
"7948" "indiv" "mortgage"
"7949" "indiv" "rent"
"7950" "indiv" "mortgage"
"7951" "indiv" "mortgage"
"7952" "indiv" "own"
"7953" "indiv" "own"
"7954" "joint" "mortgage"
"7955" "indiv" "own"
"7956" "indiv" "rent"
"7957" "joint" "own"
"7958" "indiv" "rent"
"7959" "indiv" "mortgage"
"7960" "indiv" "rent"
"7961" "indiv" "rent"
"7962" "indiv" "own"
"7963" "indiv" "rent"
"7964" "indiv" "rent"
"7965" "indiv" "rent"
"7966" "indiv" "mortgage"
"7967" "indiv" "mortgage"
"7968" "indiv" "mortgage"
"7969" "indiv" "rent"
"7970" "joint" "mortgage"
"7971" "joint" "mortgage"
"7972" "joint" "own"
"7973" "indiv" "rent"
"7974" "indiv" "mortgage"
"7975" "indiv" "mortgage"
"7976" "indiv" "mortgage"
"7977" "indiv" "mortgage"
"7978" "indiv" "own"
"7979" "joint" "mortgage"
"7980" "indiv" "rent"
"7981" "indiv" "mortgage"
"7982" "joint" "rent"
"7983" "indiv" "own"
"7984" "indiv" "rent"
"7985" "indiv" "rent"
"7986" "indiv" "mortgage"
"7987" "indiv" "own"
"7988" "indiv" "rent"
"7989" "indiv" "mortgage"
"7990" "indiv" "own"
"7991" "indiv" "mortgage"
"7992" "indiv" "mortgage"
"7993" "indiv" "mortgage"
"7994" "indiv" "mortgage"
"7995" "indiv" "own"
"7996" "indiv" "mortgage"
"7997" "joint" "mortgage"
"7998" "indiv" "rent"
"7999" "indiv" "rent"
"8000" "joint" "mortgage"
"8001" "indiv" "rent"
"8002" "indiv" "mortgage"
"8003" "indiv" "own"
"8004" "indiv" "mortgage"
"8005" "indiv" "rent"
"8006" "indiv" "own"
"8007" "indiv" "mortgage"
"8008" "indiv" "mortgage"
"8009" "indiv" "mortgage"
"8010" "joint" "own"
"8011" "indiv" "mortgage"
"8012" "indiv" "mortgage"
"8013" "indiv" "rent"
"8014" "indiv" "rent"
"8015" "indiv" "own"
"8016" "indiv" "rent"
"8017" "indiv" "rent"
"8018" "indiv" "rent"
"8019" "indiv" "mortgage"
"8020" "indiv" "rent"
"8021" "joint" "own"
"8022" "indiv" "rent"
"8023" "indiv" "rent"
"8024" "indiv" "mortgage"
"8025" "joint" "mortgage"
"8026" "joint" "mortgage"
"8027" "indiv" "own"
"8028" "indiv" "mortgage"
"8029" "indiv" "rent"
"8030" "indiv" "mortgage"
"8031" "indiv" "rent"
"8032" "joint" "mortgage"
"8033" "indiv" "rent"
"8034" "indiv" "rent"
"8035" "indiv" "mortgage"
"8036" "indiv" "mortgage"
"8037" "indiv" "mortgage"
"8038" "indiv" "own"
"8039" "joint" "mortgage"
"8040" "indiv" "mortgage"
"8041" "joint" "rent"
"8042" "indiv" "mortgage"
"8043" "indiv" "mortgage"
"8044" "indiv" "rent"
"8045" "indiv" "rent"
"8046" "indiv" "mortgage"
"8047" "indiv" "mortgage"
"8048" "indiv" "mortgage"
"8049" "indiv" "rent"
"8050" "joint" "rent"
"8051" "indiv" "rent"
"8052" "indiv" "rent"
"8053" "indiv" "rent"
"8054" "indiv" "mortgage"
"8055" "indiv" "own"
"8056" "indiv" "own"
"8057" "indiv" "mortgage"
"8058" "indiv" "rent"
"8059" "indiv" "mortgage"
"8060" "indiv" "rent"
"8061" "indiv" "rent"
"8062" "indiv" "mortgage"
"8063" "indiv" "mortgage"
"8064" "indiv" "mortgage"
"8065" "indiv" "mortgage"
"8066" "indiv" "rent"
"8067" "indiv" "mortgage"
"8068" "indiv" "mortgage"
"8069" "indiv" "own"
"8070" "indiv" "own"
"8071" "indiv" "mortgage"
"8072" "indiv" "rent"
"8073" "indiv" "own"
"8074" "indiv" "own"
"8075" "indiv" "rent"
"8076" "indiv" "mortgage"
"8077" "indiv" "mortgage"
"8078" "indiv" "mortgage"
"8079" "indiv" "mortgage"
"8080" "indiv" "mortgage"
"8081" "indiv" "mortgage"
"8082" "indiv" "mortgage"
"8083" "indiv" "mortgage"
"8084" "indiv" "own"
"8085" "indiv" "mortgage"
"8086" "indiv" "mortgage"
"8087" "indiv" "mortgage"
"8088" "indiv" "mortgage"
"8089" "indiv" "rent"
"8090" "joint" "mortgage"
"8091" "indiv" "rent"
"8092" "indiv" "rent"
"8093" "indiv" "mortgage"
"8094" "indiv" "rent"
"8095" "indiv" "mortgage"
"8096" "joint" "mortgage"
"8097" "indiv" "own"
"8098" "joint" "mortgage"
"8099" "joint" "mortgage"
"8100" "indiv" "mortgage"
"8101" "indiv" "rent"
"8102" "indiv" "rent"
"8103" "indiv" "mortgage"
"8104" "indiv" "own"
"8105" "indiv" "rent"
"8106" "indiv" "own"
"8107" "indiv" "rent"
"8108" "indiv" "mortgage"
"8109" "indiv" "rent"
"8110" "indiv" "own"
"8111" "indiv" "mortgage"
"8112" "indiv" "own"
"8113" "indiv" "rent"
"8114" "joint" "rent"
"8115" "indiv" "mortgage"
"8116" "indiv" "rent"
"8117" "joint" "rent"
"8118" "joint" "mortgage"
"8119" "indiv" "mortgage"
"8120" "joint" "rent"
"8121" "indiv" "mortgage"
"8122" "indiv" "mortgage"
"8123" "indiv" "rent"
"8124" "indiv" "own"
"8125" "indiv" "mortgage"
"8126" "indiv" "rent"
"8127" "indiv" "rent"
"8128" "indiv" "rent"
"8129" "indiv" "rent"
"8130" "indiv" "rent"
"8131" "indiv" "mortgage"
"8132" "joint" "mortgage"
"8133" "indiv" "mortgage"
"8134" "indiv" "mortgage"
"8135" "indiv" "rent"
"8136" "indiv" "mortgage"
"8137" "indiv" "mortgage"
"8138" "joint" "mortgage"
"8139" "indiv" "mortgage"
"8140" "joint" "mortgage"
"8141" "indiv" "mortgage"
"8142" "indiv" "mortgage"
"8143" "indiv" "rent"
"8144" "indiv" "rent"
"8145" "joint" "mortgage"
"8146" "indiv" "rent"
"8147" "indiv" "own"
"8148" "indiv" "rent"
"8149" "indiv" "mortgage"
"8150" "indiv" "mortgage"
"8151" "indiv" "mortgage"
"8152" "indiv" "rent"
"8153" "indiv" "mortgage"
"8154" "indiv" "mortgage"
"8155" "indiv" "mortgage"
"8156" "indiv" "rent"
"8157" "indiv" "own"
"8158" "indiv" "rent"
"8159" "joint" "mortgage"
"8160" "indiv" "mortgage"
"8161" "indiv" "mortgage"
"8162" "indiv" "rent"
"8163" "indiv" "rent"
"8164" "indiv" "mortgage"
"8165" "indiv" "rent"
"8166" "joint" "mortgage"
"8167" "indiv" "mortgage"
"8168" "indiv" "mortgage"
"8169" "indiv" "rent"
"8170" "indiv" "rent"
"8171" "indiv" "rent"
"8172" "indiv" "rent"
"8173" "indiv" "rent"
"8174" "indiv" "mortgage"
"8175" "indiv" "mortgage"
"8176" "joint" "mortgage"
"8177" "indiv" "rent"
"8178" "indiv" "mortgage"
"8179" "indiv" "mortgage"
"8180" "indiv" "mortgage"
"8181" "indiv" "rent"
"8182" "joint" "mortgage"
"8183" "indiv" "mortgage"
"8184" "joint" "mortgage"
"8185" "indiv" "mortgage"
"8186" "indiv" "mortgage"
"8187" "joint" "rent"
"8188" "indiv" "own"
"8189" "indiv" "rent"
"8190" "indiv" "rent"
"8191" "indiv" "mortgage"
"8192" "indiv" "mortgage"
"8193" "indiv" "mortgage"
"8194" "indiv" "mortgage"
"8195" "indiv" "mortgage"
"8196" "indiv" "rent"
"8197" "indiv" "rent"
"8198" "indiv" "own"
"8199" "indiv" "mortgage"
"8200" "indiv" "rent"
"8201" "indiv" "mortgage"
"8202" "indiv" "rent"
"8203" "joint" "mortgage"
"8204" "indiv" "rent"
"8205" "indiv" "mortgage"
"8206" "indiv" "rent"
"8207" "indiv" "rent"
"8208" "indiv" "rent"
"8209" "indiv" "mortgage"
"8210" "indiv" "mortgage"
"8211" "indiv" "mortgage"
"8212" "indiv" "mortgage"
"8213" "indiv" "mortgage"
"8214" "indiv" "rent"
"8215" "indiv" "rent"
"8216" "indiv" "own"
"8217" "indiv" "mortgage"
"8218" "indiv" "mortgage"
"8219" "indiv" "mortgage"
"8220" "joint" "mortgage"
"8221" "indiv" "mortgage"
"8222" "indiv" "mortgage"
"8223" "indiv" "rent"
"8224" "indiv" "mortgage"
"8225" "joint" "rent"
"8226" "indiv" "mortgage"
"8227" "indiv" "own"
"8228" "indiv" "rent"
"8229" "indiv" "rent"
"8230" "indiv" "mortgage"
"8231" "joint" "own"
"8232" "joint" "mortgage"
"8233" "indiv" "mortgage"
"8234" "indiv" "mortgage"
"8235" "indiv" "own"
"8236" "indiv" "mortgage"
"8237" "joint" "rent"
"8238" "joint" "mortgage"
"8239" "joint" "mortgage"
"8240" "joint" "rent"
"8241" "indiv" "mortgage"
"8242" "indiv" "own"
"8243" "indiv" "rent"
"8244" "indiv" "own"
"8245" "indiv" "mortgage"
"8246" "indiv" "own"
"8247" "indiv" "rent"
"8248" "indiv" "rent"
"8249" "indiv" "own"
"8250" "joint" "rent"
"8251" "joint" "mortgage"
"8252" "indiv" "rent"
"8253" "indiv" "mortgage"
"8254" "indiv" "mortgage"
"8255" "indiv" "rent"
"8256" "joint" "mortgage"
"8257" "indiv" "mortgage"
"8258" "indiv" "mortgage"
"8259" "indiv" "rent"
"8260" "indiv" "mortgage"
"8261" "joint" "own"
"8262" "indiv" "own"
"8263" "indiv" "rent"
"8264" "joint" "mortgage"
"8265" "indiv" "rent"
"8266" "indiv" "own"
"8267" "indiv" "rent"
"8268" "indiv" "own"
"8269" "indiv" "rent"
"8270" "indiv" "rent"
"8271" "joint" "own"
"8272" "indiv" "rent"
"8273" "indiv" "mortgage"
"8274" "indiv" "rent"
"8275" "indiv" "rent"
"8276" "indiv" "mortgage"
"8277" "indiv" "mortgage"
"8278" "indiv" "own"
"8279" "indiv" "rent"
"8280" "indiv" "mortgage"
"8281" "joint" "mortgage"
"8282" "indiv" "rent"
"8283" "indiv" "own"
"8284" "joint" "rent"
"8285" "indiv" "mortgage"
"8286" "indiv" "rent"
"8287" "indiv" "mortgage"
"8288" "joint" "mortgage"
"8289" "indiv" "mortgage"
"8290" "indiv" "own"
"8291" "indiv" "mortgage"
"8292" "indiv" "mortgage"
"8293" "indiv" "mortgage"
"8294" "indiv" "mortgage"
"8295" "indiv" "rent"
"8296" "indiv" "rent"
"8297" "joint" "own"
"8298" "indiv" "mortgage"
"8299" "indiv" "own"
"8300" "indiv" "own"
"8301" "indiv" "rent"
"8302" "indiv" "mortgage"
"8303" "indiv" "mortgage"
"8304" "indiv" "mortgage"
"8305" "indiv" "own"
"8306" "indiv" "rent"
"8307" "indiv" "rent"
"8308" "indiv" "mortgage"
"8309" "indiv" "mortgage"
"8310" "indiv" "mortgage"
"8311" "joint" "mortgage"
"8312" "joint" "rent"
"8313" "joint" "mortgage"
"8314" "indiv" "mortgage"
"8315" "indiv" "mortgage"
"8316" "indiv" "mortgage"
"8317" "joint" "mortgage"
"8318" "indiv" "rent"
"8319" "indiv" "mortgage"
"8320" "indiv" "own"
"8321" "indiv" "mortgage"
"8322" "indiv" "mortgage"
"8323" "joint" "mortgage"
"8324" "indiv" "mortgage"
"8325" "indiv" "rent"
"8326" "indiv" "own"
"8327" "indiv" "own"
"8328" "indiv" "rent"
"8329" "indiv" "own"
"8330" "indiv" "rent"
"8331" "indiv" "mortgage"
"8332" "joint" "rent"
"8333" "indiv" "rent"
"8334" "indiv" "mortgage"
"8335" "indiv" "rent"
"8336" "indiv" "mortgage"
"8337" "joint" "mortgage"
"8338" "indiv" "mortgage"
"8339" "indiv" "rent"
"8340" "indiv" "rent"
"8341" "indiv" "mortgage"
"8342" "indiv" "rent"
"8343" "indiv" "rent"
"8344" "indiv" "mortgage"
"8345" "indiv" "rent"
"8346" "indiv" "rent"
"8347" "indiv" "own"
"8348" "joint" "rent"
"8349" "indiv" "rent"
"8350" "indiv" "rent"
"8351" "indiv" "own"
"8352" "indiv" "mortgage"
"8353" "indiv" "mortgage"
"8354" "indiv" "mortgage"
"8355" "indiv" "mortgage"
"8356" "indiv" "mortgage"
"8357" "indiv" "mortgage"
"8358" "indiv" "rent"
"8359" "indiv" "rent"
"8360" "indiv" "rent"
"8361" "indiv" "mortgage"
"8362" "indiv" "rent"
"8363" "indiv" "rent"
"8364" "indiv" "mortgage"
"8365" "indiv" "own"
"8366" "indiv" "own"
"8367" "indiv" "mortgage"
"8368" "indiv" "rent"
"8369" "indiv" "rent"
"8370" "indiv" "own"
"8371" "indiv" "own"
"8372" "joint" "mortgage"
"8373" "indiv" "mortgage"
"8374" "indiv" "rent"
"8375" "indiv" "mortgage"
"8376" "indiv" "rent"
"8377" "indiv" "rent"
"8378" "indiv" "mortgage"
"8379" "indiv" "rent"
"8380" "indiv" "mortgage"
"8381" "joint" "mortgage"
"8382" "indiv" "rent"
"8383" "indiv" "rent"
"8384" "indiv" "mortgage"
"8385" "indiv" "mortgage"
"8386" "indiv" "rent"
"8387" "indiv" "rent"
"8388" "indiv" "mortgage"
"8389" "indiv" "rent"
"8390" "indiv" "mortgage"
"8391" "indiv" "mortgage"
"8392" "indiv" "own"
"8393" "indiv" "rent"
"8394" "joint" "own"
"8395" "indiv" "own"
"8396" "indiv" "mortgage"
"8397" "indiv" "mortgage"
"8398" "indiv" "own"
"8399" "indiv" "mortgage"
"8400" "joint" "mortgage"
"8401" "indiv" "mortgage"
"8402" "indiv" "rent"
"8403" "indiv" "mortgage"
"8404" "joint" "mortgage"
"8405" "indiv" "mortgage"
"8406" "indiv" "rent"
"8407" "indiv" "rent"
"8408" "indiv" "own"
"8409" "indiv" "rent"
"8410" "indiv" "own"
"8411" "indiv" "mortgage"
"8412" "indiv" "rent"
"8413" "indiv" "mortgage"
"8414" "joint" "mortgage"
"8415" "indiv" "mortgage"
"8416" "indiv" "rent"
"8417" "indiv" "rent"
"8418" "indiv" "rent"
"8419" "indiv" "mortgage"
"8420" "indiv" "rent"
"8421" "joint" "mortgage"
"8422" "indiv" "rent"
"8423" "indiv" "mortgage"
"8424" "indiv" "rent"
"8425" "indiv" "rent"
"8426" "joint" "own"
"8427" "indiv" "mortgage"
"8428" "indiv" "own"
"8429" "indiv" "rent"
"8430" "indiv" "mortgage"
"8431" "indiv" "mortgage"
"8432" "indiv" "rent"
"8433" "indiv" "rent"
"8434" "joint" "rent"
"8435" "indiv" "mortgage"
"8436" "indiv" "mortgage"
"8437" "indiv" "rent"
"8438" "indiv" "rent"
"8439" "indiv" "mortgage"
"8440" "indiv" "mortgage"
"8441" "indiv" "rent"
"8442" "indiv" "mortgage"
"8443" "joint" "mortgage"
"8444" "indiv" "own"
"8445" "indiv" "mortgage"
"8446" "indiv" "mortgage"
"8447" "indiv" "mortgage"
"8448" "indiv" "rent"
"8449" "indiv" "rent"
"8450" "indiv" "own"
"8451" "joint" "mortgage"
"8452" "indiv" "rent"
"8453" "indiv" "own"
"8454" "indiv" "mortgage"
"8455" "indiv" "mortgage"
"8456" "indiv" "mortgage"
"8457" "indiv" "rent"
"8458" "indiv" "mortgage"
"8459" "indiv" "rent"
"8460" "indiv" "rent"
"8461" "indiv" "mortgage"
"8462" "indiv" "mortgage"
"8463" "joint" "own"
"8464" "joint" "mortgage"
"8465" "joint" "rent"
"8466" "joint" "own"
"8467" "indiv" "rent"
"8468" "indiv" "rent"
"8469" "indiv" "own"
"8470" "indiv" "mortgage"
"8471" "joint" "own"
"8472" "joint" "rent"
"8473" "indiv" "mortgage"
"8474" "indiv" "mortgage"
"8475" "indiv" "mortgage"
"8476" "indiv" "mortgage"
"8477" "joint" "rent"
"8478" "indiv" "rent"
"8479" "indiv" "rent"
"8480" "indiv" "rent"
"8481" "indiv" "rent"
"8482" "indiv" "mortgage"
"8483" "indiv" "rent"
"8484" "indiv" "rent"
"8485" "indiv" "own"
"8486" "joint" "mortgage"
"8487" "indiv" "mortgage"
"8488" "joint" "mortgage"
"8489" "indiv" "own"
"8490" "indiv" "mortgage"
"8491" "indiv" "mortgage"
"8492" "indiv" "rent"
"8493" "indiv" "mortgage"
"8494" "indiv" "mortgage"
"8495" "indiv" "rent"
"8496" "joint" "mortgage"
"8497" "indiv" "rent"
"8498" "indiv" "mortgage"
"8499" "indiv" "mortgage"
"8500" "indiv" "rent"
"8501" "indiv" "own"
"8502" "indiv" "rent"
"8503" "indiv" "rent"
"8504" "indiv" "mortgage"
"8505" "indiv" "rent"
"8506" "indiv" "own"
"8507" "indiv" "mortgage"
"8508" "indiv" "mortgage"
"8509" "indiv" "rent"
"8510" "indiv" "mortgage"
"8511" "indiv" "rent"
"8512" "indiv" "mortgage"
"8513" "indiv" "rent"
"8514" "indiv" "rent"
"8515" "indiv" "rent"
"8516" "indiv" "mortgage"
"8517" "indiv" "mortgage"
"8518" "indiv" "rent"
"8519" "indiv" "own"
"8520" "indiv" "mortgage"
"8521" "indiv" "mortgage"
"8522" "indiv" "rent"
"8523" "joint" "rent"
"8524" "indiv" "rent"
"8525" "joint" "mortgage"
"8526" "indiv" "rent"
"8527" "indiv" "mortgage"
"8528" "indiv" "rent"
"8529" "joint" "rent"
"8530" "indiv" "own"
"8531" "indiv" "rent"
"8532" "indiv" "mortgage"
"8533" "joint" "rent"
"8534" "indiv" "rent"
"8535" "indiv" "rent"
"8536" "indiv" "rent"
"8537" "indiv" "rent"
"8538" "indiv" "rent"
"8539" "indiv" "rent"
"8540" "indiv" "rent"
"8541" "indiv" "rent"
"8542" "indiv" "mortgage"
"8543" "indiv" "rent"
"8544" "joint" "own"
"8545" "indiv" "rent"
"8546" "joint" "mortgage"
"8547" "joint" "mortgage"
"8548" "indiv" "mortgage"
"8549" "indiv" "rent"
"8550" "joint" "mortgage"
"8551" "indiv" "rent"
"8552" "indiv" "mortgage"
"8553" "indiv" "rent"
"8554" "joint" "rent"
"8555" "indiv" "mortgage"
"8556" "indiv" "mortgage"
"8557" "indiv" "mortgage"
"8558" "indiv" "mortgage"
"8559" "indiv" "mortgage"
"8560" "indiv" "rent"
"8561" "indiv" "mortgage"
"8562" "indiv" "own"
"8563" "indiv" "rent"
"8564" "joint" "own"
"8565" "indiv" "rent"
"8566" "indiv" "mortgage"
"8567" "indiv" "own"
"8568" "indiv" "rent"
"8569" "indiv" "rent"
"8570" "indiv" "mortgage"
"8571" "indiv" "rent"
"8572" "indiv" "rent"
"8573" "indiv" "mortgage"
"8574" "indiv" "rent"
"8575" "indiv" "mortgage"
"8576" "indiv" "mortgage"
"8577" "indiv" "mortgage"
"8578" "indiv" "rent"
"8579" "indiv" "rent"
"8580" "indiv" "mortgage"
"8581" "joint" "mortgage"
"8582" "indiv" "mortgage"
"8583" "indiv" "mortgage"
"8584" "indiv" "mortgage"
"8585" "indiv" "rent"
"8586" "joint" "mortgage"
"8587" "indiv" "rent"
"8588" "indiv" "rent"
"8589" "joint" "rent"
